function,0.5790679671175043
article,0.04968074022479148
affect,0.06766444643207072
negemo,0.02642357264396763
sad,0.006078644033596489
bio,0.02276241678970763
body,0.005399574320299722
drives,0.077598266238012
achieve,0.017238669721833643
adj,0.050602334835694235
cogproc,0.1600237480379736
discrep,0.025847333487255802
health,0.010151122114196243
sexual,0.003112079486080041
prep,0.128637145889397
adverb,0.061236566545921606
power,0.02198827731654932
relativ,0.11726175809208574
space,0.05624443405359994
certain,0.017560742785854396
informal,0.013059480686287255
assent,0.0026677738736658706
risk,0.007370816688041194
anger,0.0074658864479027415
work,0.019663918697893527
verb,0.19908965854434615
posemo,0.040167943641094196
insight,0.03143704732727862
focuspast,0.028565552539623718
reward,0.01943885559291517
affiliation,0.022044543092793908
social,0.1351329327468758
friend,0.0060631224401497055
money,0.00564209921790571
percept,0.02353267586450425
feel,0.007372756887222043
motion,0.0171843441447699
leisure,0.00911699595080431
differ,0.04769397626360322
quant,0.024593964816428053
focuspresent,0.14643459297531486
home,0.0028307506048570945
swear,0.003544743903409124
netspeak,0.003936664137940401
cause,0.01924289547564953
anx,0.004633195643864799
compare,0.02811154593130531
time,0.04511545155225635
relig,0.0013717208208594695
nonflu,0.0020507905341562364
focusfuture,0.017089274384908353
auxverb,0.109043074362014
negate,0.026082097588138398
ingest,0.004324703974109982
death,0.0011893420978597662
tentat,0.045800341863095666
conj,0.07354713034840157
pronoun,0.1908418718265617
ipron,0.06977732334001409
filler,0.0005277341771906304
see,0.007405740273296457
hear,0.006687866576382731
family,0.0046603584323966695
female,0.010259773268323726
male,0.011584929308842846
number,0.006065062639330553
ppron,0.1209132129504415
shehe,0.014733872579358997
interrog,0.017174643148865663
i,0.04684804942075353
we,0.0037756276059300246
they,0.00960786634355883
you,0.045947797000840104
