function,0.6034560422491457
article,0.045386766076421246
affect,0.07416123019571295
negemo,0.03178005591798695
sad,0.009350730040385212
drives,0.0726157191674433
achieve,0.01614631873252563
bio,0.023470021745883814
health,0.013490214352283317
sexual,0.0018872320596458527
prep,0.12629698664181424
adverb,0.06672103137620379
power,0.020006213109661386
relativ,0.11281453867660764
space,0.05210469089779435
body,0.004737496116806462
cogproc,0.17190121155638396
certain,0.017451071761416588
informal,0.01292326809568189
assent,0.0027260018639328983
anger,0.007548928238583411
adj,0.05026405716060889
work,0.013831935383659521
verb,0.21401056228642434
posemo,0.04120068344206275
insight,0.03750388319353837
focuspast,0.030327741534638086
reward,0.017606399502951228
money,0.003417210313762038
percept,0.02688723205964585
feel,0.012674743709226468
social,0.1325411618515067
friend,0.004745262503883194
motion,0.01598322460391426
cause,0.020534327430879153
differ,0.049370922646784714
quant,0.023508853681267473
focuspresent,0.16305529667598634
home,0.0020736253494874186
swear,0.0033473128300714507
netspeak,0.0035337061199130163
anx,0.00424044734389562
compare,0.028541472506989747
time,0.04632649891270581
relig,0.0013435849642746195
nonflu,0.001949363156259708
focusfuture,0.01778502640571606
auxverb,0.1167986952469711
negate,0.02744641192917055
risk,0.00782851817334576
ingest,0.0024774774774774773
leisure,0.005599565082323703
death,0.0036968002485243865
tentat,0.04760018639328984
conj,0.07413793103448275
pronoun,0.20974681578129853
ipron,0.07508543025784405
filler,0.00044268406337371854
see,0.006391736564150357
affiliation,0.022157502329916125
family,0.0033007145076110593
female,0.006663560111835974
male,0.005413171792482138
discrep,0.02662317489903697
number,0.006018949984467226
hear,0.006508232370301336
ppron,0.13452935694315005
shehe,0.007712022367194781
interrog,0.018118981050015533
i,0.06011183597390494
we,0.004574401988195091
they,0.008511960236098168
you,0.053619136377757066
